,index,Job Title,Salary Estimate,,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,size1,size2
123,131,Senior Data Scientist,$102K,$121K ,3.8,"Grubhub
3.8","New York, NY","Chicago, IL",1001 to 5000 employees,2004,Company - Public,Internet,Information Technology,$100 to $500 million (USD),DoorDash,-1,1001,5000
124,132,Data Scientist,$102K,$121K ,5,"SkillSoniq
5.0","New York, NY","Jersey City, NJ",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,Unknown,
125,133,Data Scientist - Demand Forecasting,$102K,$121K ,3.9,"Amazon
3.9","New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,10000+ employees,
126,134,Senior Data Scientist,$102K,$121K ,4.5,"Arena
4.5","New York, NY","Baltimore, MD",1 to 50 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1,-1,1,50
127,135,Quantitative Analyst Intern,$102K,$121K ,4.4,"D. E. Shaw & Co.
4.4","New York, NY","New York, NY",1001 to 5000 employees,1988,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Renaissance Technologies LLC, Two Sigma, AQR Capital Management",TRUE,1001,5000
128,136,"Data Scientist / Analytics, Data Engineering",$102K,$121K ,1,"Sphinix Solutions
1.0","New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,1,50
129,137,Data Analyst (Games),$102K,$121K ,-1,Carry1st,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
130,138,Data Scientist,$102K,$121K ,4,"Lorven Technologies Inc
4.0","New York, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,1,50
131,139,Sports Betting Data Scientist,$102K,$121K ,-1,Line Sniper,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
132,140,Data Scientist,$102K,$121K ,3.6,"Strategic Financial Solutions
3.6","New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",-1,501,1000
133,141,Data Scientist,$102K,$121K ,3.7,"Audible
3.7","Newark, NJ","Newark, NJ",1001 to 5000 employees,1995,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable,-1,-1,1001,5000
134,144,Data Scientist,$129K,$210K ,3.4,"Voice
3.4","Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,Unknown,
135,145,Data Engineer,$129K,$210K ,4.7,"Seated
4.7","New York, NY","New York, NY",1 to 50 employees,2017,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1,50
136,146,"Senior / Data Scientist, Ads and Messaging R&D",$129K,$210K ,3.8,"Spotify
3.8","New York, NY","Stockholm, Sweden",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000
137,147,Data Scientist/Data Science Instructor (Part-time),$129K,$210K ,4.9,"NYC Data Science Academy
4.9","New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Metis, General Assembly",-1,1,50
138,148,Federal - Data Scientist,$129K,$210K ,4.2,"Solekai Systems Corp
4.2","New York, NY","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,-1,1,50
139,149,Data Scientist,$129K,$210K ,3.4,"Digital Intelligence Systems, LLC
3.4","Franklin Lakes, NJ","Mc Lean, VA",1001 to 5000 employees,1994,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,1001,5000
140,150,"Senior Analyst, Data Science",$129K,$210K ,3.9,"Roku
3.9","New York, NY","San Jose, CA",1001 to 5000 employees,2002,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1,1001,5000
141,151,Senior Data Scientist,$129K,$210K ,4.4,"Oliver Wyman
4.4","New York, NY","New York, NY",1001 to 5000 employees,1984,Subsidiary or Business Segment,Consulting,Business Services,$1 to $2 billion (USD),Boston Consulting Group,-1,1001,5000
142,152,Machine Learning Researcher / Data Scientist,$129K,$210K ,-1,"J Harlan Group, LLC","New York, NY","New York, NY (US), NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,1,50
143,153,Applied Scientist,$129K,$210K ,3.9,"Amazon
3.9","New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,10000+ employees,
144,154,Quantitative Researcher - Portfolio Modeling,$129K,$210K ,-1,Edward Daniels Group,"New York, NY","New York, NY",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,1,50
145,155,Data Scientist,$129K,$210K ,4.8,"InvenTech Info
4.8","Jersey City, NJ","Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,201,500
146,156,Data Analyst,$129K,$210K ,5,"Whip Media Group
5.0","New York, NY","Santa Monica, CA",51 to 200 employees,2016,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,51,200
147,157,Investment & Data Science Intern,$129K,$210K ,4,"JAG Capital
4.0","New York, NY","San Antonio, TX",1 to 50 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$5 to $10 million (USD),-1,-1,1,50
148,158,Data Scientist(s)/Machine Learning Engineer,$129K,$210K ,5,"Blue Horizon Tek Solutions
5.0","New York, NY","Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,1,50
149,159,CCB F&BM - Quantitative Modeler / Data Scientist - Marketing - Associate,$129K,$210K ,3.9,"JPMorgan Chase Bank, N.A.
3.9","New York, NY","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,10000+ employees,
150,160,Data Scientist,$129K,$210K ,3.8,"NPD
3.8","Port Washington, NY","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1,-1,1001,5000
151,161,Data Science & Machine Learning Research Intern,$129K,$210K ,-1,Altversity,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
152,162,"Sr. Data Scientist/Data Engineer, AI (Tech Delivery Lead) – New York, NY/Dallas, TX",$129K,$210K ,3.3,"Fujitsu
3.3","New York, NY","MINATO-KU, Japan",10000+ employees,1935,Company - Public,-1,-1,$5 to $10 billion (USD),"Atos, Hewlett Packard Enterprise | HPE, IBM",-1,10000+ employees,
153,163,Data Scientist,$129K,$210K ,2.8,"1-800-Flowers
2.8","New York, NY","Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,-1,1001,5000
154,164,"Senior Data Scientist, Real World EvidenceNY",$129K,$210K ,4,"Flatiron Health
4.0","New York, NY","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,501,1000
155,165,Data Scientist - Leading Quant Hedge Fund,$129K,$210K ,-1,Edward Daniels Group,"New York, NY","New York, NY",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,1,50
156,166,Data Scientist II,$129K,$210K ,3.6,"MediaMath
3.6","New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Criteo, AppNexus, dataxu",TRUE,501,1000
157,167,Data Scientist,$129K,$210K ,-1,The Organic Recruiter,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
158,168,Data Scientist,$129K,$210K ,3.7,"Via Transportation
3.7","New York, NY","New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,501,1000
159,169,Data Scientist,$129K,$210K ,-1,Biotenico Research and Development Company,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
160,170,"Principal Associate, Data Scientist - Small Business Card, Entity Resolution",$129K,$210K ,3.9,"Capital One
3.9","New York, NY","Mc Lean, VA",10000+ employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Wells Fargo, McKinsey & Company",-1,10000+ employees,
161,171,Principal Data Scientist,$129K,$210K ,4.2,"Gallup
4.2","New York, NY","Washington, DC",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",-1,1001,5000
162,172,Data Scientist,$129K,$210K ,1.9,"Building Service 32BJ Benefit Funds
1.9","New York, NY","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,201,500
163,173,"Lead Data Scientist, R&D Team",$129K,$210K ,3.5,"Marsh
3.5","New York, NY","New York, NY",10000+ employees,1871,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$1 to $2 billion (USD),-1,-1,10000+ employees,
164,176,Data Analyst,$156K,$254K ,3.8,"Undertone
3.8","New York, NY","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"DoubleClick, Specific Media, Collective",TRUE,201,500
165,177,Business Intelligence Analyst,$156K,$254K ,4.4,"Simple Health
4.4","New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,51,200
166,178,Product Data Analyst,$156K,$254K ,5,"Galileo
5.0","New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,1,50
167,179,Data Analyst,$156K,$254K ,3.4,"City of New York
3.4","New York, NY","New York, NY",10000+ employees,1625,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,10000+ employees,
168,180,Data Scientist,$156K,$254K ,3.1,"Catholic Health Services of Long Island
3.1","Rockville Centre, NY","Rockville Centre, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),Sinai Health System,-1,10000+ employees,
169,181,"Lead Data Scientist, R&D Team",$156K,$254K ,3.4,"Marsh & McLennan Companies, Inc.
3.4","New York, NY","New York, NY",10000+ employees,1871,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Aon, Accenture",-1,10000+ employees,
170,182,Data Analyst,$156K,$254K ,3.5,"Pozent
3.5","New York, NY","Piscataway, NJ",1 to 50 employees,-1,Contract,-1,-1,Less than $1 million (USD),-1,-1,1,50
171,183,Senior Data Scientist,$156K,$254K ,-1,Entera,"New York, NY","New York, NY",Unknown,-1,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,Unknown,
172,184,Sr. Data Scientist,$156K,$254K ,4,"Mediaocean
4.0","New York, NY","New York, NY",501 to 1000 employees,1967,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Google, SAP, Accenture",-1,501,1000
173,185,Senior Data Scientist,$156K,$254K ,3.4,"The Trade Desk
3.4","New York, NY","Ventura, CA",1001 to 5000 employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,1001,5000
174,186,Data Science Intern,$156K,$254K ,-1,The Buttonwood Tree,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
175,187,Senior Data Scientist,$156K,$254K ,3.6,"NYC Health + Hospitals
3.6","New York, NY","New York, NY",5001 to 10000 employees,-1,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,5001,10000
176,188,NLP Machine Learning Engineer,$156K,$254K ,3,"Samsung NEXT
3.0","New York, NY","Mountain View, CA",201 to 500 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,TRUE,201,500
177,189,Senior Data Scientist,$156K,$254K ,5,"Landis
5.0","New York, NY","New York, NY",1 to 50 employees,2017,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,1,50
178,190,Senior Data Scientist,$156K,$254K ,4.1,"NewtonX
4.1","New York, NY","New York, NY",1 to 50 employees,2017,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,-1,1,50
179,191,"Data Analyst, Bitcoin Trading Firm",$156K,$254K ,-1,Fintech Recruiters,"New York, NY","Dublin, Ireland",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,Unknown,
180,192,"VP, Data Scientist",$156K,$254K ,4.5,"Spot.IM
4.5","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,51,200
181,193,Senior Data Engineer,$156K,$254K ,4.2,"Tapad
4.2","New York, NY","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),-1,TRUE,51,200
182,194,Data Scientist,$156K,$254K ,-1,Amber People,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
183,195,Senior Data Scientist,$156K,$254K ,5,"Thrasio
5.0","New York, NY","Walpole, MA",51 to 200 employees,2018,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1,-1,51,200
184,196,Deployed Data Scientist,$156K,$254K ,-1,ConcertAI,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
185,197,Data Scientist,$156K,$254K ,-1,CompuForce,"New York, NY","New York, NY",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,Unknown,
186,198,"Senior / Data Scientist, Advertising Business",$156K,$254K ,3.8,"Spotify
3.8","New York, NY","Stockholm, Sweden",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,1001,5000
187,199,Data Scientist,$156K,$254K ,-1,Wisestep,"Queens Village, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
188,200,"Data Scientist, Voter Data",$156K,$254K ,-1,Hawkfish,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
189,201,Data Science Analyst/Engineer,$156K,$254K ,4.1,"NYU Langone Health
4.1","New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",-1,10000+ employees,
190,202,Data Scientist - Disney Streaming Services,$156K,$254K ,3.6,"Disney Streaming Services
3.6","New York, NY","New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,501,1000
191,203,Data Scientist,$156K,$254K ,-1,HireAi,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
192,204,Data Analyst,$156K,$254K ,3.1,"Vettery
3.1","New York, NY","New York, NY",201 to 500 employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Hired, Indeed, AngelList",-1,201,500
193,205,Data Scientist,$156K,$254K ,1,"TEKREQS, Inc.
1.0","New York, NY","Fair Lawn, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,1,50
194,208,"Manager, Data Scientist Recommendations",$119K,$147K ,3.4,"Tapestry
3.4","New York, NY","New York, NY",10000+ employees,2017,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,"Capri Holdings, LVMH, Ralph Lauren",-1,10000+ employees,
195,209,Lead Data Scientist,$119K,$147K ,3.6,"eBay
3.6","New York, NY","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",-1,10000+ employees,
196,210,Senior Data Scientist,$119K,$147K ,4.6,"Bowery Farming
4.6","New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Food Production,Agriculture & Forestry,Unknown / Non-Applicable,-1,-1,51,200
197,211,Principal Data Scientist,$119K,$147K ,4,"Slice (NY)
4.0","New York, NY","New York, NY",51 to 200 employees,2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,51,200
198,212,Scientist Data Analytics,$119K,$147K ,4.7,"TEEMA
4.7","New York, NY","Litchfield Park, AZ",201 to 500 employees,2008,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,201,500
199,213,Data Engineer,$119K,$147K ,4.4,"Mark43
4.4","New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1,TRUE,51,200
200,214,Hiring Data Scientist/AI/ML,$119K,$147K ,4,"Comtech Global Inc
4.0","New York, NY","Columbus, OH",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,-1,51,200
201,215,Data Analyst,$119K,$147K ,3.6,"MediaMath
3.6","New York, NY","New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Criteo, AppNexus, dataxu",TRUE,501,1000
202,216,Lead Data Scientist,$119K,$147K ,4.1,"Rockstar Games
4.1","New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,1001,5000
203,217,Machine Learning Engineer,$119K,$147K ,3.9,"Temboo
3.9","New York, NY","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1,50
204,218,Data Scientist,$119K,$147K ,1.6,"Management Decisions, Inc.
1.6","New York, NY","Milwaukee, WI",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,1,50
205,219,Sr. Data Scientist II,$119K,$147K ,3.5,"Argo Group US
3.5","New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,-1,1001,5000
